"positionId","amount","eventTime"
"170","591.72","1608037492922"
"170","701.87","1608162904588"
"170","569.61","1608149064882"
"171","195.03","1608178718086"
"171","362.21","1608133011178"
"172","693.53","1608125131527"
"172","329.24","1608175947029"
"172","816.88","1608136756707"
"173","362.73","1608104619055"
"173","945.44","1608117130981"
"174","180.60","1608184532122"
"175","262.71","1608170059541"
"176","955.06","1608114156626"
"176","438.32","1608180184715"
"176","696.11","1608092785211"
"177","504.03","1608167708203"
"177","735.37","1608036587044"
"177","397.79","1608156697181"
"178","770.96","1608178211293"
"179","427.83","1608076826372"
"179","418.58","1608155350675"
"180","583.09","1608035289984"
"180","324.35","1608150238499"
"181","492.65","1608090319523"
"181","166.28","1608180374166"
"182","315.24","1608135716479"
"183","641.37","1608028988758"
"183","46.54","1608086192666"
"183","628.06","1608042526597"
"184","25.16","1608060301925"
"185","227.78","1608079966375"
"186","660.95","1608169140118"
"187","821.54","1608069700780"
"187","663.58","1608047358555"
"188","395.40","1608085249025"
"188","838.22","1608181650639"
"189","365.58","1608028090864"
"189","111.51","1608040549785"
"189","460.91","1608117732169"
"190","427.80","1608182557963"
"190","363.23","1608115101075"
"191","659.33","1608199653871"
"191","592.01","1608065081725"
"192","97.62","1608071439456"
"192","73.43","1608149899067"
"192","623.00","1608073604118"
"193","972.01","1608176389953"
"193","658.14","1608176371825"
"194","846.31","1608195727119"
"195","290.18","1608073674979"
"195","631.01","1608072019168"
"196","651.09","1608053532818"
"197","732.77","1608197366858"
"197","493.74","1608181818977"
"198","750.35","1608162753009"
"198","994.68","1608071811603"
"199","937.53","1608070189218"
"199","950.94","1608121012813"
"199","730.47","1608158553866"
"200","124.82","1608184250724"
"200","22.23","1608119780437"
"201","701.44","1608176330156"
"202","496.37","1608105052138"
"202","643.80","1608197193106"
"202","911.25","1608154251895"
"203","177.33","1608051902902"
"203","71.72","1608108468809"
"204","325.86","1608197083146"
"205","124.86","1608043517822"
"206","394.49","1608154154599"
"206","545.50","1608044450280"
"207","239.84","1608173738021"
"207","693.05","1608129674172"
"207","561.50","1608149601817"
"208","23.88","1608123450364"
"208","959.50","1608188236433"
"208","162.73","1608155218552"
"209","125.58","1608147914609"
"209","266.17","1608135438894"
"210","390.71","1608051342385"
"210","589.20","1608093006720"
"211","335.58","1608198192400"
"212","242.68","1608158213022"
"213","513.46","1608178743277"
"213","581.56","1608119097680"
"214","29.60","1608189986892"
"214","175.67","1608135428235"
"214","40.23","1608181088318"
"215","688.69","1608101557766"
"216","922.75","1608127539300"
"217","359.12","1608065184535"
"218","90.59","1608135865003"
"218","667.06","1608111126968"
"219","791.72","1608174932483"
"219","576.50","1608085446900"
"220","593.43","1608118330972"
"221","209.07","1608066696972"
"221","482.80","1608133505478"
"222","95.18","1608162013969"
"222","833.38","1608178926381"
"222","848.79","1608134005511"
"223","294.83","1608163528365"
"223","447.73","1608073248392"
"224","211.82","1608105870399"
"224","38.61","1608193247533"
"224","787.68","1608144494204"
"225","305.44","1608091718808"
"225","292.19","1608070621394"
"226","309.13","1608077974632"
"227","859.10","1608120335576"
"227","403.36","1608165435453"
"227","38.80","1608091047390"
"228","744.40","1608096912048"
"228","33.70","1608124232053"
"228","87.67","1608186958751"
"229","48.32","1608086743524"
"229","380.92","1608064358004"
"230","850.73","1608040780564"
"230","779.22","1608179727399"
"231","739.76","1608067490853"
"231","607.91","1608171767876"
"232","148.22","1608157671358"
"233","397.09","1608146431999"
"234","875.74","1608048282344"
"234","35.50","1608072317932"
"235","912.77","1608095342378"
"235","88.37","1608060182325"
"236","108.17","1608145358783"
"237","734.01","1608084789247"
"237","671.05","1608178410573"
"238","847.41","1608171215302"
"238","803.48","1608197785970"
"239","438.42","1608057261727"
"239","205.87","1608050911412"
"240","599.46","1608179350990"
"241","837.28","1608059918773"
"241","741.55","1608135059942"
"242","87.01","1608140838868"
"242","126.18","1608126514024"
"243","574.30","1608162922574"
"244","195.38","1608096743690"
"244","925.22","1608130118008"
"244","342.80","1608185329749"
"245","283.25","1608048854444"
"246","845.35","1608173427873"
"246","852.69","1608042913634"
"246","177.55","1608032832317"
"247","306.64","1608150568826"
"247","704.46","1608133069306"
"247","424.09","1608166765301"
"248","498.03","1608065540731"
"249","585.36","1608028791400"
"250","676.45","1608089680385"
"250","194.88","1608107760518"
"251","769.48","1608117428564"
"252","875.96","1608079263127"
"252","435.96","1608155494836"
"252","333.73","1608083387476"
"253","609.12","1608193662200"
"253","791.33","1608150084136"
"253","306.88","1608175352211"
"254","637.50","1608108410986"
"254","412.46","1608033186724"
"255","334.98","1608062621417"
"256","535.38","1608181653178"
"256","530.56","1608190019983"
"256","672.29","1608180605840"
"257","420.85","1608164194069"
"258","810.57","1608154314565"
"258","347.21","1608133730282"
"258","643.83","1608190360595"
"259","945.49","1608169373179"
"259","273.54","1608148994884"
"260","171.35","1608177443169"
"260","997.60","1608037427015"
"261","78.96","1608143953161"
"261","843.12","1608077659483"
"262","762.93","1608061280199"
"263","907.09","1608169385568"
"263","692.69","1608167799308"
"263","670.85","1608064582137"
"264","621.49","1608036840654"
"265","868.19","1608126234617"
"265","655.18","1608128928361"
"266","658.56","1608121964304"
"267","393.76","1608095515529"
"267","93.11","1608187396619"
"267","991.54","1608186396390"
"268","141.55","1608079877836"
"268","874.01","1608122841372"
"269","869.31","1608030384757"
"269","315.99","1608169417209"
"270","99.38","1608079778015"
"271","837.09","1608115865531"
"271","9.99","1608159365155"
"272","347.61","1608130925161"
"273","302.98","1608145005148"
"273","953.44","1608091263021"
"273","473.76","1608060744014"
"274","861.36","1608175474095"
"274","2.53","1608114494145"
"275","223.01","1608122306652"
"275","192.17","1608136201434"
"275","580.21","1608097734613"
"276","328.02","1608029421631"
"276","855.30","1608190039893"
"277","515.75","1608056024598"
"278","960.36","1608101213273"
"278","788.55","1608152315071"
"278","951.89","1608056882650"
"279","85.00","1608085095929"
"279","276.87","1608142794770"
"280","946.48","1608164294297"
"280","595.80","1608182870222"
"281","869.73","1608191406278"
"282","18.53","1608068394959"
"282","154.44","1608110717956"
"283","648.05","1608187765187"
"283","274.83","1608076429745"
"283","941.08","1608062580006"
"284","174.66","1608062990530"
"285","418.48","1608192394777"
"286","1.19","1608151600141"
"286","534.78","1608048580625"
"286","377.12","1608098289428"
"287","747.05","1608172815965"
"287","864.64","1608102402426"
"288","831.81","1608100447407"
"288","246.43","1608194076002"
"288","667.25","1608188825542"
"289","936.43","1608092478620"
"289","352.58","1608110368410"
"289","361.18","1608115955696"
"290","510.13","1608175005990"
"290","160.21","1608135222797"
"291","736.38","1608134821769"
"291","497.22","1608144098474"
"291","825.51","1608062268345"
"292","971.25","1608034948748"
"293","805.93","1608153046140"
"294","502.26","1608102834862"
"295","881.01","1608061260005"
"295","882.12","1608119570799"
"295","900.18","1608038970806"
"296","142.93","1608073610023"
"297","904.02","1608156335381"
"298","284.33","1608094714072"
"298","241.27","1608092588544"
"299","117.54","1608087523965"
"300","34.65","1608153184492"
"300","351.65","1608070694667"
"301","731.27","1608048275233"
"302","817.86","1608101926427"
"303","186.94","1608190792019"
"303","446.30","1608072166901"
"303","505.41","1608036728005"
"304","150.51","1608191518848"
"304","888.90","1608199317139"
"305","313.31","1608195505907"
"305","704.94","1608129730874"
"305","608.96","1608166467339"
"306","557.03","1608185226023"
"306","357.91","1608174812634"
"306","167.56","1608164546306"
"307","467.15","1608144040239"
"307","144.55","1608064497868"
"308","287.32","1608172626997"
"309","371.83","1608161650835"
"310","182.44","1608119014511"
"310","122.00","1608134025245"
"310","10.81","1608049677038"
"311","67.93","1608163395467"
"311","557.77","1608036888413"
"312","213.33","1608144275351"
"312","560.94","1608170492524"
"312","687.86","1608100383330"
"313","531.32","1608136178014"
"313","682.86","1608064532377"
"313","459.59","1608079873698"
"314","884.92","1608133249174"
"314","997.44","1608034934969"
"314","875.24","1608101031490"
"315","282.84","1608184727979"
"315","716.57","1608145745528"
"316","56.42","1608028695944"
"316","96.49","1608069265526"
"316","956.54","1608182942468"
"317","693.61","1608108130331"
"318","209.03","1608199558868"
"318","539.89","1608061466386"
"319","804.45","1608049986492"
"320","503.29","1608118975851"
"320","34.40","1608050132623"
"320","420.21","1608116600762"
"321","618.08","1608157965387"
"322","344.37","1608073609897"
"322","957.35","1608195431726"
"322","154.31","1608043831063"
"323","675.58","1608119800103"
"324","464.96","1608034815990"
"324","715.94","1608074925366"
"325","805.88","1608139353160"
"326","334.16","1608048417384"
"327","294.18","1608116011212"
"327","862.68","1608098042079"
"327","476.13","1608186003516"
"328","100.78","1608125003732"
"328","213.05","1608180500045"
"328","651.09","1608147467064"
"329","897.15","1608132662968"
"329","906.46","1608110874887"
"329","988.95","1608138693756"
"330","658.98","1608059060105"
"331","936.77","1608037378720"
"331","18.84","1608154405665"
"332","319.95","1608043405442"
"332","930.21","1608056571839"
"333","834.20","1608199032406"
"333","884.66","1608144782801"
"334","892.52","1608046669955"
"335","427.46","1608075698304"
"335","847.47","1608055420466"
"335","603.44","1608082685105"
"336","151.47","1608154356814"
"337","296.52","1608094607055"
"337","425.66","1608059472571"
"337","863.80","1608105240770"
"338","744.65","1608049232046"
"338","75.24","1608166659447"
"338","151.16","1608131115655"
"339","684.12","1608112069683"
"339","14.05","1608147666541"
"340","496.61","1608106904498"
"340","60.37","1608039785548"
"341","432.68","1608033103292"
"342","792.98","1608061201029"
"343","465.74","1608161362787"
"343","189.37","1608166544852"
"343","666.91","1608140723361"
"344","489.72","1608065573700"
"345","219.93","1608151833774"
"345","721.92","1608103912105"
"345","138.55","1608122353133"
"346","615.59","1608085893525"
"346","365.94","1608154542094"
"347","712.04","1608183929001"
"347","303.56","1608109861802"
"347","819.82","1608174339569"
"348","969.20","1608165085389"
"348","900.95","1608053257765"
"349","181.68","1608080061313"
"349","120.38","1608126271710"
"350","418.19","1608176208585"
"350","868.72","1608088368814"
"351","604.35","1608149764933"
"352","87.02","1608134812640"
"353","734.44","1608109373514"
"354","552.96","1608063760095"
"355","614.76","1608116619084"
"355","972.91","1608133918400"
"356","175.46","1608108547212"
"356","823.70","1608119632311"
"356","441.76","1608089814525"
"357","705.60","1608049041444"
"358","752.86","1608178321248"
"359","671.55","1608033265614"
"359","921.73","1608058214461"
"359","295.71","1608171635751"
"360","396.06","1608144110826"
"361","852.25","1608076634142"
"361","40.81","1608112854417"
"362","926.37","1608160833806"
"363","175.25","1608116989628"
"363","364.56","1608053367926"
"363","814.49","1608062810084"
"364","693.43","1608031579869"
"364","902.42","1608099669426"
"365","895.95","1608100793246"
"365","320.61","1608095948003"
"365","241.45","1608129860595"
"366","870.67","1608180615720"
"366","401.80","1608150116900"
"367","503.88","1608073029466"
"367","943.07","1608181260051"
"368","933.95","1608044465136"
"368","279.79","1608029520401"
"369","191.14","1608068894897"
"369","883.08","1608124114777"
"369","394.93","1608075167835"
"370","993.51","1608036029834"
"371","780.76","1608035614305"
"371","487.78","1608043095453"
"372","214.46","1608119655664"
"372","557.52","1608111383714"
"373","701.66","1608081713018"
"374","166.89","1608051956766"
"374","536.55","1608116346431"
"374","609.34","1608161834133"
"375","52.62","1608095772435"
"375","409.90","1608198595449"
"376","387.11","1608124745293"
"376","809.82","1608130819792"
"376","50.56","1608070730703"
"377","355.55","1608132577554"
"377","223.44","1608182948210"
"378","587.41","1608097157335"
"378","658.56","1608087615375"
"378","266.40","1608139989670"
"379","9.64","1608174982545"
"380","421.23","1608125352107"
"380","696.63","1608100115030"
"381","476.03","1608098283252"
"381","132.87","1608199200153"
"382","9.34","1608164562664"
"382","408.19","1608095213967"
"382","657.26","1608124295339"
"383","436.31","1608079790111"
"383","776.61","1608188523441"
"383","742.11","1608058670699"
"384","897.11","1608091308367"
"384","669.21","1608184948805"
"384","32.01","1608073950001"
"385","518.97","1608094876944"
"385","578.67","1608078822832"
"386","712.30","1608158857084"
"387","469.78","1608106559085"
"388","911.35","1608107801784"
"388","199.80","1608176503813"
"388","168.24","1608177744481"
"389","918.67","1608173111342"
"389","899.10","1608077194897"
"390","511.04","1608163586415"
"390","958.24","1608137279617"
"391","502.28","1608146395971"
"391","897.45","1608147291901"
"391","345.89","1608110626721"
"392","223.68","1608059833720"
"393","642.86","1608057660436"
"394","310.44","1608184095825"
"395","309.24","1608124592463"
"396","355.57","1608058020498"
"396","576.91","1608107629737"
"396","465.60","1608032046386"
"397","924.65","1608108408369"
"397","337.28","1608162088575"
"398","44.60","1608196975958"
"398","780.81","1608143866551"
"399","503.03","1608114778329"
"400","817.78","1608167274619"
"401","810.45","1608108388658"
"401","499.65","1608116484117"
"402","113.28","1608123986142"
"402","816.83","1608112322270"
"402","586.90","1608145688106"
"403","653.89","1608130537160"
"403","469.27","1608035819166"
"404","737.33","1608079731448"
"404","775.77","1608063858819"
"404","550.84","1608189851387"
"405","542.15","1608195116194"
"405","512.58","1608134686033"
"406","920.41","1608153325959"
"406","806.54","1608111987345"
"407","883.30","1608075478918"
"407","245.32","1608036407560"
"407","506.11","1608179621730"
"408","998.11","1608121947779"
"408","287.20","1608123785833"
"409","926.43","1608180757878"
"410","354.01","1608126307079"
"410","764.82","1608166874129"
"410","345.79","1608110067943"
"411","18.76","1608081471306"
"411","445.63","1608153264178"
"411","490.93","1608036465868"
"412","69.55","1608192710765"
"413","263.98","1608140950950"
"413","782.72","1608175155797"
"413","3.70","1608105907328"
"414","583.89","1608172166497"
"414","10.82","1608124386299"
"414","775.00","1608045747610"
"415","609.12","1608161032288"
"415","828.05","1608049238864"
"416","29.12","1608032321288"
"416","587.01","1608162613803"
"417","943.13","1608056713305"
"417","232.76","1608061886683"
"417","795.93","1608185170847"
"418","376.07","1608098035000"
"419","921.96","1608093958523"
"419","30.26","1608191824042"
"419","562.33","1608118154712"
"420","43.71","1608190403408"
"420","496.44","1608111543078"
"420","921.89","1608050400812"
"421","800.54","1608193584145"
"421","777.36","1608041319837"
"422","436.56","1608130115341"
"423","617.63","1608050239710"
"423","859.59","1608195036201"
"424","431.38","1608120395124"
"424","552.02","1608122507415"
"425","690.36","1608155756833"
"425","363.00","1608033644526"
"426","23.49","1608065745467"
"427","878.73","1608066882417"
"428","754.65","1608118396072"
"428","421.09","1608140483228"
"428","513.64","1608084104327"
"429","780.71","1608121684162"
"429","953.99","1608050522284"
"429","611.17","1608188922566"
"430","786.59","1608100032564"
"430","851.04","1608123405363"
"431","430.51","1608097151566"
"431","106.66","1608061469698"
"431","563.95","1608109356606"
"432","194.73","1608078504851"
"432","435.05","1608108113754"
"432","5.48","1608199466823"
"433","473.90","1608114971872"
"434","882.89","1608151062563"
"434","924.52","1608048125282"
"435","41.36","1608074674312"
"435","463.49","1608199791180"
"436","618.27","1608117071341"
"436","421.20","1608155689021"
"437","683.53","1608105065993"
"437","207.94","1608103211542"
"437","645.01","1608084280105"
"438","319.36","1608090454310"
"439","57.47","1608118926643"
"439","144.10","1608071213517"
"439","381.53","1608167515951"
"440","942.65","1608099971739"
"441","157.60","1608055008788"
"441","111.99","1608059532409"
"441","669.68","1608192545363"
"442","771.19","1608130561744"
"442","162.46","1608153813841"
"442","438.79","1608091774621"
"443","812.85","1608199512288"
"444","506.11","1608087722986"
"445","621.76","1608164746838"
"445","596.53","1608038650311"
"446","137.73","1608115830438"
"446","951.58","1608117910083"
"446","164.95","1608085216460"
"447","171.85","1608129622551"
"447","865.71","1608087764523"
"447","501.09","1608049234684"
"448","148.89","1608164323877"
"449","904.30","1608171848840"
"449","375.95","1608119196817"
"449","382.64","1608103267276"
"450","822.61","1608112971130"
"451","718.37","1608190783931"
"451","52.47","1608166976194"
"452","111.55","1608088254744"
"452","709.09","1608178814559"
"453","274.66","1608093325229"
"453","528.95","1608037879804"
"454","63.85","1608141196633"
"454","75.99","1608177008608"
"454","659.95","1608061496348"
"455","780.78","1608084114330"
"455","833.62","1608054832605"
"455","668.89","1608102487961"
"456","125.76","1608031262287"
"457","594.12","1608083428607"
"457","422.07","1608078248072"
"458","212.80","1608164851268"
"458","72.19","1608188128048"
"459","42.62","1608167761880"
"459","711.96","1608181940498"
"459","891.15","1608138076570"
"460","401.40","1608102684844"
"461","186.69","1608070937477"
"461","373.59","1608127674617"
"462","911.69","1608094868627"
"462","373.16","1608074088172"
"462","885.82","1608081653362"
"463","232.59","1608046869131"
"463","947.26","1608192404585"
"464","35.69","1608086664703"
"464","813.10","1608176021116"
"464","856.46","1608030467600"
"465","945.19","1608146331576"
"466","247.75","1608049213486"
"467","643.17","1608055715790"
"468","854.42","1608046604700"
"469","766.93","1608190531762"
"470","575.73","1608139048559"
"471","158.04","1608185331567"
"471","18.42","1608072078025"
"472","37.62","1608103122312"
"472","871.89","1608084314944"
"472","247.98","1608131618582"
"473","489.11","1608108994319"
"474","839.24","1608190901233"
"474","278.42","1608067641936"
"474","147.35","1608093111319"
"475","919.19","1608172872393"
"475","294.82","1608090470709"
"476","256.59","1608036836784"
"476","705.01","1608078992841"
"476","462.30","1608122715132"
"477","255.42","1608113336987"
"478","277.38","1608094938661"
"479","127.17","1608032665180"
"480","854.48","1608194270599"
"480","315.44","1608149789750"
"480","156.14","1608191250496"
"481","970.62","1608083968437"
"482","480.36","1608140142891"
"482","567.75","1608147556140"
"483","220.13","1608075204632"
"484","935.31","1608138700127"
"484","212.46","1608088645580"
"485","482.37","1608150013692"
"486","267.36","1608066937855"
"486","517.13","1608046443173"
"487","55.95","1608100786519"
"488","462.39","1608115317483"
"488","545.97","1608140974663"
"488","729.07","1608083873756"
"489","328.27","1608145162787"
"489","735.68","1608060975456"
"490","665.32","1608083893200"
"490","795.84","1608139849327"
"491","978.24","1608119658153"
"492","663.13","1608068938708"
"492","783.38","1608150960066"
"493","961.62","1608057439099"
"494","57.05","1608195536693"
"495","957.15","1608102688394"
"496","449.71","1608186507742"
"496","248.39","1608063778603"
"496","845.39","1608146834853"
"497","719.76","1608155208877"
"497","253.06","1608047580896"
"498","19.36","1608075582501"
"498","850.82","1608053083031"
"498","834.93","1608038450742"
"499","581.85","1608123155743"
"499","123.25","1608063489105"
"500","950.18","1608134925802"
"500","924.13","1608099795338"
